Field_ID,Parent_ID,Department,Location_Description,Cross_Streets,System_Type,Turf_Type,Infill_Material,JOP,Maintained_By,Construction_Entity,Commission_Date,Retired,Borough,Status
0130,028,B-10,Dyker Beach-Softball-02,14th Avenue and Benson Avenue,Field Group,Infill,Non-Infill,False,DPR,DPR,2025-07-21,False,Brooklyn,Active
0114,131,Q-05,Frank Principe Park Field 2,Maurice Avenue and 54th Avenue,Field Group,Infill,Coated Sand,False,DPR,DPR,2018-11-19,False,Queens,Active
0113,131,Q-05,Frank Principe Park Field 1,Maurice Avenue and 54th Avenue,Field Group,Infill,Coated Sand,False,DPR,DPR,2018-11-19,False,Queens,Active
0123,107,M-11R,Wards Island - Field 75,Wards Meadow Loop,Field Group,Infill,Uncoated Sand,False,,,2009-05-31,False,Manhattan,Active
0122,,M-11R,Wards Island - Field 74,Wards Meadow Loop,Field Group,Infill,Uncoated Sand,False,,,2009-05-31,False,Manhattan,Active
0121,,M-11R,Wards Island - Field 73,Wards Meadow Loop,Field Group,Infill,Uncoated Sand,False,,,2009-05-31,False,Manhattan,Active
0120,107,M-11R,Wards Island - Field 72,Wards Meadow Loop,Field Group,Infill,Uncoated Sand,False,,,2009-05-31,False,Manhattan,Active
0119,107,M-11R,Wards Island - Field 70,Wards Meadow Loop,Field Group,Infill,Uncoated Sand,False,Other,,2009-05-31,False,Manhattan,Active
0005,028,B-10,Dyker Beach-Softball-01,14th Avenue and Benson Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2002-10-30,False,Brooklyn,Archived
0004,028,B-10,Dyker Beach-Softball-02,14th Avenue and Benson Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2002-10-30,False,Brooklyn,Archived
0024,107,M-11R,"Wards Island - Fields 70, 72, 73, 74, 75",Wards Meadow Loop,Field Group,Infill,Uncoated Sand,False,Other,,2009-06-01,False,Manhattan,Archived
0022,104,Q-01,Queensbridge Park- Volleyball,Vernon Boulevard and 41st Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-10-06,False,Queens,Archived
0021,104,Q-01,Queensbridge Park- Play Area,Vernon Boulevard 40th Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-08-16,False,Queens,Archived
0025,107,M-11R,"Wards Island - Fields 82, 83, 84, 85",Southwest at East River Lane,Field Group,Infill,Coated Sand,False,Other,,2009-03-01,False,Manhattan,Archived
0006,062,R-02B,Arrochar Playground,McFarland Avenue and Sand Lane,Play Area,Infill,Coated Sand,True,DPR,DPR,2017-12-13,False,Staten Island,Active
0025,131,Q-05,Frank Principe Park,Maurice Avenue and 54th Avenue,Field Group,Infill,Coated Sand,False,DPR,DPR,2018-11-19,False,Queens,Archived
0103,016,B-04,Maria Hernandez Park,Irving Avenue and Suydam Street,Play Area,Non-Infill,,False,DPR,DPR,2022-06-01,False,Brooklyn,Active
0047,037,M-12A,Highbridge Park,W 175th St and  Amsterdam Ave,Field Group,Non-Infill,,True,,,2020-11-06,False,Manhattan,Active
0018,136,X-07,Harris Park,Goulden Avenue and West 205th Street,Field Group,Non-Infill,,False,DPR,DPR,2010-09-16,False,Bronx,Inactive
0045,219,B-16,Callahan-Kelly Playground,Sackman Street and Truxton Street,Play Area,Infill,Non-Infill,False,DPR,DPR,2023-08-01,False,Brooklyn,Active
0048,026,Q-04,Park Of The Americas,104th Street and 41st Ave,Field Group,Infill,Uncoated Sand,False,DPR,,2017-06-01,False,Queens,Active
0014,068,B-14,Parade Ground Baseball-07 and Soccer-08,Caton Avenue and Stratford Road,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2004-03-25,False,Brooklyn,Archived
0038,413,Q-12A,Rochdale Park,132nd Avenue and Guy R Brewer Blvd,Play Area,Infill,Uncoated Sand,True,DPR,SCA,2017-07-01,False,Queens,Active
0040,448,Q-12A,Roy Wilkins Park,175th Street and 116th Avenue,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2005-06-30,False,Queens,Removed
0036,396,Q-12A,Montbellier Park,Springfield Boulevard and 138th Road,Field Group,Non-Infill,,False,DPR,DPR,2008-07-17,False,Queens,Active
0041,448,Q-12A,Roy Wilkins Recreation Center,175th Street and 116th Avenue,Field Group,Infill,Rounded Sand,False,DPR,DPR,2018-11-08,False,Queens,Active
0022,105,M-03,Sara D. Roosevelt - Nike Field,Stanton Street and Chrystie Street,Field Group,Infill,Coated Sand,False,DPR,Other,2015-01-01,False,Manhattan,Archived
0127,144,B-16,Ocean Hill Playground,Dean St and Rockaway Ave,Play Area,,Non-Infill,True,,,2023-12-01,False,Brooklyn,Active
0126,125,B-13,Calvert Vaux  Soccer-02,Shore Parkway and Bay 44th Street,Field Group,Infill,Uncoated Sand,False,DPR,,,False,Brooklyn,Active
0125,125,B-13,Calvert Vaux  Soccer-01,Shore Parkway and Bay 44th Street,Field Group,Infill,Uncoated Sand,False,DPR,,,False,Brooklyn,Active
0117,071,M-14,Riverside Park - West 101st Street,Riverside Drive and West 101st Street,Field Group,Infill,Non-Infill,False,DPR,,2025-04-14,False,Manhattan,Active
0116,071,M-14,Riverside Park - West 107th Street,Riverside Drive and West 107th Street,Field Group,Infill,Uncoated Sand,False,DPR,,2025-04-14,False,Manhattan,Active
0124,363,B-16,Houston Playground,Glenmore Ave and Sackman St,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2024-09-06,False,Brooklyn,Active
0115,285,M-11,McNair Playground,Lexington Ave and E 122nd St,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2024-08-23,False,Manhattan,Active
0123,266,B-03,Star Spangled Playground,Willoughby Ave and Franklin Ave,,Infill,Non-Infill,True,DPR,DPR,2025-02-07,False,Brooklyn,Active
0016,071,M-14,Riverside Park - West 101st Street,Riverside Drive and West 101st Street,Field Group,Infill,EPDM,False,DPR,Other,2025-03-07,False,Manhattan,Archived
0030,125,B-13,Calvert Vaux  Soccer-01,Shore Parkway and Bay 44th Street,Field Group,Non-Infill,,False,DPR,DPR,2013-10-10,False,Brooklyn,Archived
0029,125,B-13,Calvert Vaux  Soccer-02,Shore Parkway and Bay 44th Street,Field Group,Non-Infill,,False,DPR,DPR,2013-10-10,False,Brooklyn,Archived
0114,059,M-06,Murphy Brothers Playground,Avenue C and East 20th Street,Field Group,Infill,Coated Sand,True,,,2025-02-07,False,Manhattan,Active
0113,240,M-12,Audubon Playground,Audubon Ave and W 169 St,Play Area,Infill,Coated Sand,True,,,2020-09-01,False,Manhattan,Active
0112,285,M-11,McNair Playground,Lexington Avenue and E 122 Street,Play Area,Non-Infill,,True,DPR,DPR,2006-10-17,False,Manhattan,Archived
0121,247,B-18,Breukelen Playgound,Stanley Ave and Louisiana Ave,Field Group,Infill,Coated Sand,True,DPR,DPR,2024-10-30,False,Brooklyn,Active
0120,363,B-16,Houston Playground,Glenmore Avenue and Sackman Street,Play Area,Non-Infill,,True,DPR,DPR,2022-04-13,False,Brooklyn,Archived
0118,126,B-06,Red Hook Recreation Area Soccer,Bay Street and Clinton Street,Field Group,Infill,Uncoated Sand,True,,,2023-09-01,False,Brooklyn,Active
0117,126,B-06,Red Hook Recreation Area Baseball,Bay Street and Clinton Street,Field Group,Infill,Uncoated Sand,True,,,2023-09-01,False,Brooklyn,Active
0004,010,X-03,Crotona Park,Crotona Park East and Crotona Park North,Field Group,Non-Infill,Non-Infill,True,DPR,,2022-05-05,False,Bronx,Active
0114,109,R-01,CPL. Thompson Park,Broadway and Wayne Street,Field Group,Infill,EPDM,False,DPR,DPR,2023-09-01,False,Staten Island,Active
0113,105,R-01,Prall Playground,Forest Avenue and Elizabeth Street,Field Group,Non-Infill,,True,DPR,DPR,2022-05-02,False,Staten Island,Active
0112,,Q-02,Big Bush Park,61st Street and Laurel Hill Boulevard,Field Group,Non-Infill,,False,DPR,DPR,2023-08-01,False,Queens,Active
0111,011,M-04,Chelsea Park,10th Avenue and West 28th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2023-01-02,False,Manhattan,Active
0110,003,M-09,Annunciation Playground,Amsterdam Avenue and West 134th Street,Field Group,Infill,Uncoated Sand,False,DPR,Other,2023-10-02,False,Manhattan,Active
0109,,B-10,Fort Hamilton Athletic Field,Colonial Road and 83rd Street,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2019-06-03,False,Brooklyn,Active
0099,034,X-04,Mullaly Park,Jerome Avenue and West 166th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2022-09-02,False,Bronx,Active
0050,227,M-06,Peter's Field,E 21st Street and 2nd Ave,Field Group,Infill,Coated Sand,True,DPR,,2021-07-01,False,Manhattan,Active
0048,158,M-06,Robert Moses Playground,E 41st Street and 1st Ave,Field Group,Infill,Coated Sand,False,DPR,Other,2021-06-25,False,Manhattan,Active
0047,076,M-06,St. Vartan Park,E 35th Street and 1st Ave,Field Group,Infill,Coated Sand,False,DPR,,2021-06-21,False,Manhattan,Active
0070,008,B-16,Betsy Head Park,Thomas S Boyland St and Livonia Av,Play Area,Infill,Coated Sand,True,,,2020-11-02,False,Brooklyn,Active
0069,087,B-07,Sunset Park,7th Avenue and 44th Street,Play Area,Non-Infill,Non-Infill,False,,,2012-12-20,False,Brooklyn,Active
0069,350,B-08,Stroud Playground,Park Place and Classon Avenue,Play Area,Non-Infill,,True,,,2019-01-01,False,Brooklyn,Active
0065,431,B-02,Brooklyn Bridge Park,Furman Street and Joralemon Street,Field Group,Non-Infill,,False,Other,,2022-06-01,False,Brooklyn,Active
0029,210,X-01,Governor Smith Playground,Morris Avenue and East 153rd Street,Field Group,Infill,Rubber Crumb,True,DOE,,2016-09-01,False,Bronx,Active
0005,034,X-04,Mullaly Park,Jerome Avenue and West 165th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-05-23,False,Bronx,Active
0020,103,Q-11,Kennedy Playground,Corporal Kennedy Street and 32nd Avenue,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2023-10-02,False,Queens,Active
0012,099,Q-15,"FMCP Soccer-08, Soccer-09",Fowler Avenue,Field Group,Infill,Coated Sand,False,DPR,,2024-09-02,False,Queens,Active
0053,266,B-03,Star Spangled Playground,Franklin Avenue and Willoughby Avenue,Field Group,Infill,Uncoated Sand,True,DPR,,2014-01-01,False,Brooklyn,Archived
0054,269,B-03,Jesse Owens Playground,Stuyvesant Avenue and Greene Avenue,Play Area,Infill,Coated Sand,True,DPR,DPR,2019-11-01,False,Brooklyn,Active
0017,071,M-14,Riverside Park - West 107th Street,Riverside Drive and West 107th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-03-31,False,Manhattan,Inactive
0119,052,B-10,Leif Ericson Park Volleyball-01,67th Street and 8th Avenue,Field Group,Infill,Coated Sand,False,DPR,DPR,2024-06-18,False,Brooklyn,Active
0029,,Q-01,St. Michael's Playground,30th Avenue and BQE W,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2024-07-08,False,Queens,Active
0116,124,B-01,William Sheridan Playground Multi-Use Synthetic Turf Field,South 1 St bet Berry St and Wythe Ave,Play Area,Non-Infill,,True,,,2023-01-02,False,Brooklyn,Active
0115,129,R-02,Blood Root Valley-Greenbelt Rec Center Turf Field,Greenbelt Rec Center and Brielle Ave,Field Group,Infill,Coated Sand,False,DPR,DPR,2024-08-01,False,Staten Island,Active
0103,223,M-09,Jacob H. Schiff Playground,W 138th Street and Amsterdam Ave,Field Group,Non-Infill,,True,DPR,DPR,2022-11-01,False,Manhattan,Active
0104,343,B-16,Osborn Playground,Linden Blvd and Osborn Street,Field Group,Non-Infill,,True,,DPR,2022-06-01,False,Brooklyn,Active
0101,146,B-10,Leif Ericson - Dust Bowl,8th Avenue and 66th Street,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2022-09-02,False,Brooklyn,Active
0093,1,X-06,Prospect Playground Synthetic Turf,Clinton Avenue and E 176th Street,Field Group,Non-Infill,,True,DPR,,2021-12-01,False,Bronx,Active
0083,315,B-13,Surf Playground,Surf Ave and W 25 St,Play Area,Non-Infill,,True,DPR,,2021-09-01,False,Brooklyn,Active
0090,238,X-01,Saw Mill Playground,Brook Ave and E 139th Street,Field Group,Non-Infill,,True,,,2020-10-01,False,Bronx,Active
0085,153,R-03,Fairview Park,Bricktown Way and Veterans Rd W,Field Group,Infill,Organic,True,,,2021-05-01,False,Staten Island,Active
0078,165,M-03,Baruch Playground,Stanton Street and Baruch Place,Field Group,Infill,Uncoated Sand,False,DPR,Other,2019-07-01,False,Manhattan,Active
0050,099,Q-15,FMCP Soccer-07,United Nations Avenue South,Field Group,Infill,Coated Sand,False,DPR,,2018-08-01,False,Queens,Active
0011,034,R-01,Austin J. McDonald Playground,Forest Avenue and Broadway,Play Area,Non-Infill,,False,DPR,,2018-05-01,False,Staten Island,Active
0004,010,M-13,Heckscher Playground - Central Park,Hecksher Playground,Play Area,Non-Infill,,False,Other,,2016-05-12,False,Manhattan,Active
0003,010,M-13,Heckscher Playground - Central Park,Hecksher Playground,Play Area,Non-Infill,,False,Other,,2016-05-12,False,Manhattan,Active
0002,010,M-13,Heckscher Playground - Central Park,Hecksher Playground,Play Area,Non-Infill,,False,Other,,2016-05-12,False,Manhattan,Active
0023,182,X-01,Millbrook Playground,E 135 Street and Cypress Avenue,Play Area,Infill,Rubber Crumb,False,DPR,DPR,2007-11-16,False,Bronx,Active
0044,216,B-03,Raymond Bush Playground,Marcus Garvey Blvd and Monore Street,Play Area,Infill,Rubber Crumb,True,DPR,DPR,2005-08-11,False,Brooklyn,Active
0027,,B-02,Cadman Plaza Park,Tillary Street and Cadman Plaza East,Play Area,Infill,Uncoated Sand,False,DPR,DPR,2024-06-01,False,Brooklyn,Active
0007,039,X-15,Pelham Bay Park,Middletown Road and Stadium Avenue,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2024-06-02,False,Bronx,Active
0032,305,Q-05,Mafera Park,65th Place and 68th Avenue,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2025-03-15,False,Queens,Active
0013,099,Q-15,FMCP Soccer-03,Path of Commerce,Field Group,Infill,Coated Sand,False,DPR,DPR,2013-07-16,False,Queens,Active
0018,072,M-14,Riverside Park Play Area,12th Avenue and W 62 Street,Play Area,Infill,Rubber Crumb,False,DPR,,2008-08-19,False,Manhattan,Active
0068,15,B-07,"Bush Terminal Soccer-02, Softball 02 and 03",1st Avenue and 47th Street,Field Group,Infill,Coated Sand,False,DPR,EDC,2014-11-01,False,Brooklyn,Active
0067,15,B-07,"Bush Terminal Baseball, Soccer - 01 and 03",1st Avenue and 49th Street,Field Group,Infill,Coated Sand,False,DPR,EDC,2014-11-01,False,Brooklyn,Active
0036,150,B-14,Kolbert Playground,E 17th Street and Bay Avenue,Play Area,Non-Infill,,False,DPR,DPR,2018-04-16,False,Brooklyn,Active
0104,297,B-12,Albemarle Playground,Albemarle Road and McDonald Avenue,Play Area,Non-Infill,,True,DPR,DPR,2022-11-01,False,Brooklyn,Active
0108,102,Q-05,Juniper Valley Park,Juniper Boulevard N and Lutheran Ave,Field Group,Infill,Coated Sand,False,DPR,DPR,2022-11-01,False,Queens,Active
0107,300,Q-07,Rachel Carson,Colden Street and Geranium Ave,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2022-10-01,False,Queens,Active
0106,025,R-01,Mahoney Playground,Beechwood Ave and Crescent Ave,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2022-12-02,False,Staten Island,Active
0105,,B-02,Susan Smith McKinney Steward Park,Jay Street and York Street,Play Area,Non-Infill,,False,DPR,DPR,2022-08-01,False,Brooklyn,Active
0102,,M-11,Harlem River Park,E 128th Street and Harlem River Drive,Field Group,Infill,Coated Sand,False,DPR,DPR,2022-09-01,False,Manhattan,Active
0100,350,X-03,Melrose Commons,E 163rd Street and Melrose Ave,Field Group,Non-Infill,,False,DPR,DPR,2022-09-01,False,Bronx,Active
0098,116,X-02,Rev J Polite Playground,Intervale Avenue and Kelly Street,Field Group,Infill,Uncoated Sand,True,DPR,DPR,2022-08-01,False,Bronx,Active
0097,010,X-03,Crotona Park,Crotona Park North and Prospect Avenue,Field Group,Non-Infill,,False,DPR,DPR,2022-01-03,False,Bronx,Active
0096,015,M-01,Columbus Park,Baxter Street and Hogan Place,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2022-07-01,False,Manhattan,Active
0095,529,B-01,Bushwick Inlet Park,Kent Avenue and North 9th Street,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2022-07-01,False,Brooklyn,Active
0094,008,Q-13,Brookville Park,Edgewood Avenue and 232rd Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2022-06-01,False,Queens,Active
0092,039,M-11,Harlem River Play Area 2,Harlem River Dr and 138th St,Play Area,Infill,Rubber Crumb,False,DPR,DPR,2007-06-27,False,Manhattan,Active
0091,106,X-01,Evelina Antonetty Playground,Grand Concourse and E 146th Street,Play Area,Non-Infill,,False,DPR,,2020-01-01,False,Bronx,Active
0076,126,B-06,Red Hook Recreation Area Ballfields 5-8,Bay Street and Hicks Street,Field Group,Infill,Uncoated Sand,False,DPR,,2021-12-01,False,Brooklyn,Active
0082,144,M-03,East River Park - Track Field,FDR Drive and East 6th Street,Field Group,Infill,Non-Infill,False,DPR,,2018-09-03,False,Manhattan,Active
0081,159,M-10,Frederick Johnson Playground,W 150th Street and Harlem River Drive,Field Group,Infill,Uncoated Sand,False,DPR,,2021-07-01,False,Manhattan,Active
0051,363,Q-03,Northern Playground,93rd Street and Northern Blvd,Field Group,Non-Infill,,True,DPR,,2021-09-01,False,Queens,Active
0075,055,B-01,Sternberg Park,Montrose Avenue and Leonard Street,Field Group,Infill,Non-Infill,False,DPR,,2021-10-01,False,Brooklyn,Active
0084,076,R-02,General Douglas MacArthur Park,Jefferson St. and Dongan Hills Ave,Field Group,Infill,Coated Sand,True,,,2021-05-01,False,Staten Island,Active
0083,008,R-01,Faber Park,Richmond Terrace and North Street,Play Area,Non-Infill,Non-Infill,True,DPR,,2020-11-01,False,Staten Island,Active
0086,004,X-09,Parque De Los Ninos,Morrison Avenue and Harrod Place,Field Group,Non-Infill,,False,DPR,,2019-07-01,False,Bronx,Active
0081,391,Q-08,Joseph Austin Playground,84th Avenue and 164th Place,Field Group,Infill,Coated Sand,True,,Other,2018-06-01,False,Queens,Active
0077,132,M-03,Little Flower Playground,Madison St and Clinton St,Field Group,Non-Infill,,True,,Other,2020-09-01,False,Manhattan,Active
0087,039,X-15,Orchard Beach,,Field Group,Infill,Coated Sand,True,,DPR,2019-10-01,False,Bronx,Active
0079,200,M-07,Booker T. Washington Playground,Amsterdam Avenue and West 107th Street,Field Group,Infill,Coated Sand,True,DPR,,2021-06-01,False,Manhattan,Active
0080,220,M-07,Frederick Douglass Playground,Amsterdam Avenue and West 102nd Street,Field Group,Infill,Uncoated Sand,False,DPR,Other,2019-07-01,False,Manhattan,Active
0089,201,X-08,Seton Park 2,Independence Ave and W 235th Street,Field Group,Infill,Coated Sand,False,DPR,,2019-10-01,False,Bronx,Active
0088,201,X-08,Seton Park,Independence Ave and West 232nd Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2019-10-01,False,Bronx,Active
0076,105,M-03,Sara D. Roosevelt - Canal Street,Chrystie Street and Hester Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2017-11-01,False,Manhattan,Active
0082,410,Q-03,Hinton Park,34th Avenue and 113th Street,Field Group,Infill,Rubber Crumb,False,DPR,,2015-10-01,False,Queens,Active
0075,022,M-04,De Witt Clinton Park,11th Avenue and West 53rd Street,Field Group,Infill,EPDM,False,DPR,Other,2019-07-01,False,Manhattan,Active
0072,008,B-16,Betsy Head Park,Strauss Street and Livonia Ave,Field Group,Infill,Coated Sand,False,DPR,,2017-08-01,False,Brooklyn,Active
0049,094,Q-10,Pals Oval,N. Conduit Ave and 88 St,Field Group,Infill,Uncoated Sand,False,DPR,,2018-10-01,False,Queens,Active
0074,214,B-05,Linden Park - Brooklyn,Linden Boulevard and Vermont Street,Field Group,Infill,Uncoated Sand,False,DPR,,2016-10-03,False,Brooklyn,Active
0047,002,Q-05,Grover Cleveland Playground,Fairview Avenue and Stanhope Street,Field Group,Infill,Uncoated Sand,False,DPR,,2018-10-01,False,Queens,Active
0049,225,M-11,Wagner Playground,2nd Ave and E 121st Street,Field Group,Infill,Uncoated Sand,True,DPR,,2017-09-01,False,Manhattan,Active
0073,193,B-09,Hamilton Metz Field,East New York Ave and Albany Ave,Field Group,Infill,Uncoated Sand,False,DPR,,2017-11-01,False,Brooklyn,Active
0013,106,R-03,Bloomingdale Park Soccer 2,Lenevar Av and Ionia Ave,Field Group,Infill,Rounded Sand,False,DPR,DPR,2020-11-01,False,Staten Island,Active
0012,106,R-03,Bloomingdale Park,Romona  Avenue and Maguire Avenue,Field Group,Infill,Rounded Sand,False,DPR,DPR,2020-11-01,False,Staten Island,Active
0071,058,B-01,McCarren Park,Bayard Street and Lorimer Street,Field Group,Infill,Rounded Sand,False,DPR,DPR,2019-01-24,False,Brooklyn,Active
0048,240,M-12,Audubon Playground,Audubon Ave and W 169 St,Play Area,Infill,Coated Sand,False,DPR,,2020-09-01,False,Manhattan,Removed
0047,206,B-03,Tanahey Playground,Cherry St and Catherine Slip,Field Group,Infill,Coated Sand,True,DPR,,2020-01-01,False,Manhattan,Active
0046,004,Q-01,Astoria Park,Astoria Park S and Shore Blvd,Field Group,Infill,Uncoated Sand,True,DPR,,2019-10-29,False,Queens,Active
0033,135,B-01,Newtown Barge Playground,Commercial St and Dupont St,Field Group,Infill,Rounded Sand,True,,,2019-01-01,False,Brooklyn,Active
0014,099,Q-15,FMCP Soccer-07,United Nations Avenue South,Field Group,Infill,Coated Sand,False,DPR,DPR,2003-11-20,False,Queens,Removed
0006,028,B-10,Dyker Beach-Soccer-03,14th Avenue and Benson Avenue,Field Group,Infill,Coated Sand,False,DPR,DPR,2019-01-01,False,Brooklyn,Active
0011,038,M-02,James J Walker Park,Clarkson Street and Hudson Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2013-08-30,False,Manhattan,Active
0017,068,B-14,Parade Ground Football-09,Caton Avenue and Rugby Road,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2001-06-22,False,Brooklyn,Active
0032,299,X-03,Little Claremont Park,Crotona Park East and Crotona Park North,Play Area,Non-Infill,,False,DPR,DPR,2018-12-21,False,Bronx,Active
0021,100,B-11,Seth Low - Play Area,Avenue P and W 13th Street,Play Area,Infill,Coated Sand,False,DPR,DPR,2017-09-14,False,Brooklyn,Active
0020,100,B-11,Seth Low - Soccer,Stillwell Avenue and Avenue P,Field Group,Infill,Coated Sand,False,DPR,DPR,2017-09-14,False,Brooklyn,Active
0021,155,X-01,Patterson Playground,College Avenue and E 148 Street,Field Group,Infill,Coated Sand,True,Other,DPR,2017-01-02,False,Bronx,Active
0061,381,B-04,Thomas Boyland Park,Broadway and Furman Avenue,Play Area,Non-Infill,,False,DPR,DPR,2017-08-11,False,Brooklyn,Active
0012,060,B-10,McKinley Park,Fort Hamilton Pkwy and 76th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2017-09-14,False,Brooklyn,Active
0033,363,Q-03,Northern Playground,93rd Street and Northern Blvd,Field Group,Non-Infill,,True,DPR,DPR,2010-11-04,False,Queens,Removed
0023,105,M-03,Sara D. Roosevelt - Canal Street,Chrystie Street and Hester Street,Field Group,Non-Infill,,False,DPR,DPR,2005-11-02,False,Manhattan,Removed
0008,044,X-07,St. James Park,Jerome Avenue and E 193 Street,Field Group,Non-Infill,,False,DPR,DPR,2015-09-21,False,Bronx,Active
0017,126,X-10,Ferry Point Park,Schley Avenue and Brush Avenue,Field Group,Non-Infill,,False,DPR,DPR,2017-01-26,False,Bronx,Active
0059,311,B-01,Ten Eyck Playground,Bushwick Avenue and Meserole Street,Play Area,Non-Infill,,True,DPR,DPR,2018-07-03,False,Brooklyn,Active
